priority_rank,review_wave,review_reason,cnpj_emissor,nome_emissor,setor_n1,setor_n2,confidence,linhas_oferta,volume_total_registrado,volume_encerrado_conservador,platform_coverage_level,classification_evidence,expected_primary_docs,review_goal,cnpj,regulamento_count,document_count_total,latest_regulamento_file,latest_regulamento_date,pdf_extraction_status,setor_n1_document,setor_n2_document,setor_n1_final,setor_n2_final,feature_hits_count,feature_hits_share,subordination_main_pct,monocedente_or_multicedente,concentrated_or_pulverized_debtors,manual_review_status
1,Onda 1 - top 50 por volume,confianca_media_alto_volume,63662224000189,FIDC SANTANDER AUTO LOANS I SEGMENTO FINANCEIRO - RESPONSABILIDADE LIMITADA,Crédito PF,Auto/Veículos,media,1,3000000000.0,3000000000.0,sem_curadoria_local,nome_emissor: regex `\bAUTO\b`,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,63662224000189,4.0,8.0,data/raw/63662224000189/1059307_regulamento_regulamento_1059307_2025-12-10_2025-12-10.pdf,2025-12-10,cache,Crédito PF,Auto/Veículos,Crédito PF,Auto/Veículos,1.0,0.07142857142857142,,indeterminado,indeterminado,regulamento_lido_heuristico
33,Onda 1 - top 50 por volume,sem_classificacao_setorial,53779703000126,XP CREDIT OPPORTUNITIES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,1,718750000.0,718750000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,53779703000126,5.0,18.0,data/raw/53779703000126/609898_regulamento_regulamento_609898_2024-02-23_2024-02-23.pdf,2024-02-23,cache,Não classificado,Revisar manualmente,Não classificado,Revisar manualmente,0.0,0.0,,indeterminado,indeterminado,regulamento_lido_heuristico
34,Onda 1 - top 50 por volume,sem_classificacao_setorial,57535898000110,ARTESANAL CRÉDITO ESTRUTURADO II FIDC DE RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,3,712500000.0,712500000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,57535898000110,2.0,13.0,data/raw/57535898000110/837176_regulamento_regulamento_837176_2025-02-07_2025-02-07.pdf,2025-02-07,cache,Crédito PJ,CCB/Notas comerciais/Capital de giro,Crédito PJ,CCB/Notas comerciais/Capital de giro,10.0,0.7142857142857143,,indeterminado,indeterminado,triagem_documental_forte
35,Onda 1 - top 50 por volume,confianca_media_alto_volume,57816252000100,NATURA PAY FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS CREDITO PESSOAL,Crédito PF,Crédito pessoal/consumo,media,4,710000000.0,710000000.0,sem_curadoria_local,nome_emissor: regex `CREDITO PESSOAL`,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,57816252000100,7.0,18.0,data/raw/57816252000100/1182393_regulamento_regulamento_1182393_2026-05-07_2026-05-07.pdf,2026-05-07,cache,Crédito PF,Crédito pessoal/consumo,Crédito PF,Crédito pessoal/consumo,0.0,0.0,,indeterminado,indeterminado,regulamento_lido_heuristico
36,Onda 1 - top 50 por volume,confianca_media_alto_volume,58148845000109,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS PICPAY FGTS,Crédito PF,FGTS,media,1,700000000.0,700000000.0,sem_curadoria_local,nome_emissor: regex `\bFGTS\b`,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,58148845000109,7.0,14.0,data/raw/58148845000109/877220_regulamento_regulamento_877220_2025-04-07_2025-04-07.pdf,2025-04-07,cache,Crédito PF,FGTS,Crédito PF,FGTS,2.0,0.14285714285714285,,indeterminado,devedor_nomeado,regulamento_lido_heuristico
37,Onda 1 - top 50 por volume,sem_classificacao_setorial,50491214000186,ADGM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,12,680000000.0,400000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,50491214000186,12.0,18.0,data/raw/50491214000186/1166843_regulamento_regulamento_1166843_2026-04-14_2026-04-14.pdf,2026-04-14,cache,Agro,Agro,Agro,Agro,12.0,0.8571428571428571,,cedente_nomeado,indeterminado,triagem_documental_forte
38,Onda 1 - top 50 por volume,confianca_media_alto_volume,47936340000192,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS OPEA AGRO INSUMOS,Agro,Agro,media,1,675000000.0,675000000.0,sem_curadoria_local,nome_emissor: regex `\bAGRO\b`,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,47936340000192,10.0,18.0,data/raw/47936340000192/862072_regulamento_regulamento_862072_2025-03-11_2025-03-11.pdf,2025-03-11,cache,Agro,Agro,Agro,Agro,3.0,0.21428571428571427,,indeterminado,indeterminado,regulamento_lido_heuristico
39,Onda 1 - top 50 por volume,sem_classificacao_setorial,43721652000128,NXC CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,12,649999998.63,305000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,43721652000128,18.0,18.0,data/raw/43721652000128/1210758_regulamento_regulamento_1210758_2026-06-01_2026-06-01.pdf,2026-06-01,cache,Crédito PJ,Risco sacado/fornecedores,Crédito PJ,Risco sacado/fornecedores,9.0,0.6428571428571429,,cedente_nomeado,indeterminado,regulamento_lido_heuristico
40,Onda 1 - top 50 por volume,confianca_media_alto_volume,61799604000134,GCB FORNECEDORES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMERCIAIS RESPONSABILIDADE LIMITADA,Crédito PJ,Risco sacado/fornecedores,media,2,614000000.0,614000000.0,sem_curadoria_local,nome_emissor: regex `FORNECEDORES`,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,61799604000134,5.0,18.0,data/raw/61799604000134/1093542_regulamento_regulamento_1093542_2025-12-29_2025-12-29.pdf,2025-12-29,cache,Agro,Agro,Crédito PJ,Risco sacado/fornecedores,9.0,0.6428571428571429,,indeterminado,devedor_nomeado,regulamento_lido_heuristico
41,Onda 1 - top 50 por volume,sem_classificacao_setorial,62682486000142,MCP FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS DE RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,3,601000000.05,40000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,62682486000142,4.0,15.0,data/raw/62682486000142/1211912_regulamento_regulamento_1211912_2026-02-18_2026-02-18.pdf,2026-02-18,cache,Crédito PF,FGTS,Crédito PF,FGTS,12.0,0.8571428571428571,,indeterminado,concentrado,triagem_documental_forte
42,Onda 1 - top 50 por volume,sem_classificacao_setorial,58215693000110,SEGUE ÁRTICO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIRO RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,7,600000000.0,510000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,58215693000110,13.0,18.0,data/raw/58215693000110/1198673_regulamento_regulamento_1198673_2026-05-13_2026-05-13.pdf,2026-05-13,cache,Crédito PJ,Recebíveis comerciais/multissetorial,Crédito PJ,Recebíveis comerciais/multissetorial,9.0,0.6428571428571429,,cedente_nomeado,devedor_nomeado,regulamento_lido_heuristico
43,Onda 1 - top 50 por volume,confianca_media_alto_volume,42462120000150,SIFRA ENERGY PODIUM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Infra/Energia,Energia/infra,media,3,600000000.0,600000000.0,sem_curadoria_local,nome_emissor: regex `ENERGY`,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,42462120000150,16.0,18.0,data/raw/42462120000150/916784_regulamento_regulamento_916784_2025-05-29_2025-05-29.pdf,2025-05-29,cache,Infra/Energia,Energia/infra,Infra/Energia,Energia/infra,0.0,0.0,,indeterminado,indeterminado,regulamento_lido_heuristico
44,Onda 1 - top 50 por volume,confianca_media_alto_volume,65505678000171,ERYTHRINA FIDC SEGMENTO INFRAESTRUTURA E AGRONEGOCIO DE RESPONSABILIDADE LIMITADA,Agro,Agro,media,2,580000000.0,580000000.0,sem_curadoria_local,nome_emissor: regex `AGRONEGOCIO`,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,65505678000171,1.0,10.0,data/raw/65505678000171/1139616_regulamento_regulamento_1139616_2026-03-05_2026-03-05.pdf,2026-03-05,cache,Agro,Agro,Agro,Agro,9.0,0.6428571428571429,,indeterminado,concentrado,regulamento_lido_heuristico
45,Onda 1 - top 50 por volume,confianca_media_alto_volume,62790827000101,MRV PRÓ SOLUTO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IMOBILIÁRIOS DE RESP LIMITADA,Imobiliário,Imobiliário,media,1,570000000.0,570000000.0,sem_curadoria_local,nome_emissor: regex `IMOBILIARIO`,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,62790827000101,4.0,9.0,data/raw/62790827000101/999332_regulamento_regulamento_999332_2025-09-26_2025-09-26.pdf,2025-09-26,cache,Crédito PJ,Recebíveis comerciais/multissetorial,Imobiliário,Imobiliário,9.0,0.6428571428571429,,indeterminado,indeterminado,regulamento_lido_heuristico
46,Onda 1 - top 50 por volume,confianca_media_alto_volume,55374251000128,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BLUE II SEGMENTO CRÉDITO CORPORATIVO DE RESP LTDA,Crédito PJ,Recebíveis comerciais/multissetorial,media,1,570000000.0,570000000.0,sem_curadoria_local,nome_emissor: regex `CREDITO CORPORATIVO`,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,55374251000128,7.0,18.0,data/raw/55374251000128/686749_regulamento_regulamento_686749_2024-06-25_2024-06-25.pdf,2024-06-25,cache,Crédito PJ,Recebíveis comerciais/multissetorial,Crédito PJ,Recebíveis comerciais/multissetorial,3.0,0.21428571428571427,,indeterminado,indeterminado,regulamento_lido_heuristico
47,Onda 1 - top 50 por volume,confianca_media_alto_volume,53216449000158,RIO VERMELHO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,Judicial/Precatórios/NPL,Não padronizado/NPL,media,1,560000000.0,0.0,sem_curadoria_local,nome_emissor: regex `NAO PADRONIZADO`,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,53216449000158,6.0,10.0,data/raw/53216449000158/880741_regulamento_regulamento_880741_2025-04-11_2025-04-11.pdf,2025-04-11,cache,Imobiliário,Imobiliário,Judicial/Precatórios/NPL,Não padronizado/NPL,10.0,0.7142857142857143,,cedente_nomeado,indeterminado,triagem_documental_forte
48,Onda 1 - top 50 por volume,confianca_media_alto_volume,57584334000177,TAYA TECH FGTS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,Crédito PF,FGTS,media,4,559619750.0,559619750.0,sem_curadoria_local,nome_emissor: regex `\bFGTS\b`,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,57584334000177,8.0,18.0,data/raw/57584334000177/994197_regulamento_regulamento_994197_2025-09-16_2025-09-16.pdf,2025-09-16,cache,Crédito PF,FGTS,Crédito PF,FGTS,14.0,1.0,,cedente_nomeado,devedor_nomeado,triagem_documental_forte
49,Onda 1 - top 50 por volume,sem_classificacao_setorial,66057868000136,AMETISTA III FUNDO DE INVESTIMENTOS EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,1,548000000.0,0.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,66057868000136,1.0,4.0,data/raw/66057868000136/1155766_regulamento_regulamento_1155766_2026-04-02_2026-04-02.pdf,2026-04-02,cache,Imobiliário,Imobiliário,Imobiliário,Imobiliário,11.0,0.7857142857142857,,cedente_nomeado,devedor_nomeado,triagem_documental_forte
50,Onda 1 - top 50 por volume,sem_classificacao_setorial,40801446000130,CTG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,11,533000000.04,533000000.04,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,40801446000130,9.0,18.0,data/raw/40801446000130/1093636_regulamento_regulamento_1093636_2025-12-23_2025-12-23.pdf,2025-12-23,cache,Crédito PJ,Risco sacado/fornecedores,Crédito PJ,Risco sacado/fornecedores,8.0,0.5714285714285714,,indeterminado,indeterminado,regulamento_lido_heuristico
51,Onda 2 - top 150 por volume,confianca_media_alto_volume,37284201000178,ARTESANAL RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Imobiliário,Imobiliário,media,12,530000021.24,380000000.84,sem_curadoria_local,nome_emissor: regex `IMOBILIARIO`,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,37284201000178,11.0,18.0,data/raw/37284201000178/917552_regulamento_regulamento_917552_2025-06-04_2025-06-04.pdf,2025-06-04,ok,Crédito PJ,Risco sacado/fornecedores,Imobiliário,Imobiliário,8.0,0.5714285714285714,,indeterminado,indeterminado,regulamento_lido_heuristico
52,Onda 2 - top 150 por volume,confianca_media_alto_volume,52596071000100,CONSIGNADO PLGN I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Crédito PF,Consignado/INSS,media,2,530000000.0,530000000.0,sem_curadoria_local,nome_emissor: regex `CONSIGNADO`,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,52596071000100,6.0,17.0,data/raw/52596071000100/815390_regulamento_regulamento_815390_2025-01-06_2025-01-06.pdf,2025-01-06,ok,Crédito PF,FGTS,Crédito PF,Consignado/INSS,13.0,0.9285714285714286,,indeterminado,concentrado,triagem_documental_forte
53,Onda 2 - top 150 por volume,sem_classificacao_setorial,62144964000160,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MEDICI - RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,1,511920000.0,511920000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,62144964000160,2.0,4.0,data/raw/62144964000160/1089241_regulamento_regulamento_1089241_2026-01-21_2026-01-21.pdf,2026-01-21,ok,Não classificado,Revisar manualmente,Não classificado,Revisar manualmente,2.0,0.14285714285714285,,indeterminado,indeterminado,regulamento_lido_heuristico
54,Onda 2 - top 150 por volume,confianca_media_alto_volume,62705336000107,SALVADOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO CONSIGNADO RESPONSABILIDADE LIMITADA,Crédito PF,Consignado/INSS,media,2,508210000.01,230000000.01,sem_curadoria_local,nome_emissor: regex `CONSIGNADO`,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,62705336000107,7.0,13.0,data/raw/62705336000107/1214820_regulamento_regulamento_1214820_2026-06-05_2026-06-05.pdf,2026-06-05,ok,Crédito PF,Consignado/INSS,Crédito PF,Consignado/INSS,9.0,0.6428571428571429,,indeterminado,indeterminado,regulamento_lido_heuristico
55,Onda 2 - top 150 por volume,confianca_media_alto_volume,12813212000177,RNX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,Crédito PJ,Recebíveis comerciais/multissetorial,media,9,503000000.0,503000000.0,sem_curadoria_local,nome_emissor: regex `MULTISSETORIAL`,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,12813212000177,11.0,18.0,data/raw/12813212000177/994750_regulamento_regulamento_994750_2025-09-09_2025-09-09.pdf,2025-09-09,ok,Crédito PJ,Risco sacado/fornecedores,Crédito PJ,Recebíveis comerciais/multissetorial,12.0,0.8571428571428571,,indeterminado,indeterminado,triagem_documental_forte
56,Onda 2 - top 150 por volume,confianca_media_alto_volume,55257461000136,SELLOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,Crédito PJ,Recebíveis comerciais/multissetorial,media,3,500000000.19,330000000.0,sem_curadoria_local,nome_emissor: regex `MULTISSETORIAL`,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,55257461000136,6.0,9.0,data/raw/55257461000136/1014988_regulamento_regulamento_1014988_2025-09-01_2025-09-01.pdf,2025-09-01,ok,Crédito PJ,Recebíveis comerciais/multissetorial,Crédito PJ,Recebíveis comerciais/multissetorial,0.0,0.0,,indeterminado,indeterminado,regulamento_lido_heuristico
